system:index,month,total_precipitation,year,.geo
201205,5.0,0.025620266795158386,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201206,6.0,0.00906294584274292,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201207,7.0,0.02977459877729416,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201208,8.0,0.03837583214044571,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201209,9.0,0.05565175414085388,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201210,10.0,0.07788150757551193,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201211,11.0,0.04061988741159439,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201212,12.0,0.010076860897243023,2012.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201301,1.0,0.028960008174180984,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201302,2.0,0.021568305790424347,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201303,3.0,0.018392670899629593,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201304,4.0,0.03222205862402916,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201305,5.0,0.010512037202715874,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201306,6.0,0.04929954931139946,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201307,7.0,0.06806635856628418,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201308,8.0,0.045980192720890045,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201309,9.0,0.05493196099996567,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201310,10.0,0.02267015539109707,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201311,11.0,0.04015420004725456,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201312,12.0,0.032111991196870804,2013.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201401,1.0,0.027939092367887497,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201402,2.0,0.017718441784381866,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201403,3.0,0.007125687785446644,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201404,4.0,0.013660338707268238,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201405,5.0,0.03715365007519722,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201406,6.0,0.03924601525068283,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201407,7.0,0.04570256173610687,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201408,8.0,0.0363609604537487,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201409,9.0,0.050424352288246155,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201410,10.0,0.07195373624563217,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201411,11.0,0.008935567922890186,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201412,12.0,0.01468825526535511,2014.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201501,1.0,0.019652370363473892,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201502,2.0,0.014380646869540215,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201503,3.0,0.015297682955861092,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201504,4.0,0.010472731664776802,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201505,5.0,0.006715875118970871,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201506,6.0,0.02377789095044136,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201507,7.0,0.01909615471959114,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201508,8.0,0.08651147782802582,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201509,9.0,0.06512825191020966,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201510,10.0,0.030164901167154312,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201511,11.0,0.016724247485399246,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
201512,12.0,0.009379273280501366,2015.0,"{""type"":""Point"",""coordinates"":[-138.9,69.57]}"
